refcode,Exp logS Average,MinAbsPartialCharge,NumRadicalElectrons,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,AlogP,MLogP,XLogP,MW,Tm
MNBZAC04,-1.6763818,0.335437239,0,162.08,10.35314815,0.477636203,10.35314815,-0.477636203,167.0218576,167.12,62,-1.16787037,0.079444444,0.335437239,3.121805775,304.6831902,9.137828202,5.928573139,5.928573139,5.609060905,3.087853317,3.087853317,2.112590698,2.112590698,1.303923371,1.303923371,0.752505023,0.752505023,-1.91,472.1116866,8.189108028,2.996670139,1.570828976,67.40507681,5.106527395,0,0,0,5.687386275,5.969305288,10.11431827,4.794537184,0,0,6.066367068,6.066367068,12.13273414,10.48676254,14.82437563,11.65669156,0,0,0,0,0,39.94323803,0,0,0,5.687386275,0,0,15.99914373,0,10.11431827,10.35798868,24.26546827,0,0,0,80.44,10.89261634,14.90885545,0,11.25083777,0,6.066367068,18.19910121,0,0,0,5.106527395,0,0,0,0,0,0,0,0,0,42,0,12,1,5,0,0,0,1,0,1,3,1,5,2,0,0,0,1,40.0557,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293,1.68,1.529,167.12,687.15
AFEBUI,-1.524058423,0.354008644,0,162.08,10.32031557,0.476509118,10.32031557,-0.476509118,167.0218576,167.12,62,-1.23787037,0.268611111,0.354008644,3.121805775,304.6831902,9.137828202,5.890188175,5.890188175,5.609060905,3.046692417,3.046692417,2.018372773,2.018372773,1.187328467,1.187328467,0.672928362,0.672928362,-1.91,472.1116866,8.189108028,2.996670139,1.570828976,67.29244703,10.21305479,11.38785599,0,0,0,11.93861058,0,14.57305289,0,0,6.066367068,12.13273414,0,0,19.80212916,11.93861058,0,4.983978521,0,0,0,29.5869572,0,0,0,0,0,0,27.13564389,0,0,20.97693036,18.19910121,0,0,0,87.49,11.93861058,9.589074368,0,11.38785599,0,0,18.19910121,0,0,4.983978521,10.21305479,0,0,0,0,0,0,0,0,0,41.66666667,0,12,2,5,0,0,0,0,1,1,3,2,5,2,0,0,0,1,38.1556,0,0,0,0,2,1,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.478,1.68,-1.988,167.12,525
FOHLEU,-2.696003352,0.335938754,0,248.149,12.1987415,0.507822516,12.1987415,-0.507822516,258.0528234,258.229,96,-1.220168388,0.017602041,0.335938754,2.532564412,660.6359418,13.99119935,9.699589252,9.699589252,9.002907755,5.394452825,5.394452825,3.881312494,3.881312494,2.628039973,2.628039973,1.724739136,1.724739136,-2.82,18366.22724,12.63210542,4.814074221,2.395244374,107.924127,15.31958218,11.49902367,5.783244946,0,0,5.969305288,4.794537184,4.794537184,0,0,18.19910121,18.19910121,11.62981856,11.12690298,24.90865655,11.75255023,0,0,0,0,0,59.15492395,0,11.49902367,0,0,11.49902367,0,27.07213242,0,0,26.27942884,42.46456948,0,0,0,94.83,17.50206207,14.69560176,0,22.43986631,0,6.066367068,36.39820241,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,57.66666667,0,19,3,5,0,0,0,2,0,2,4,3,5,3,0,0,0,2,66.6054,0,0,0,0,1,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.027,2.45,2.808,258.23,474
CHEXAC,-1.934952708,0.306868885,0,160.084,10.60587963,0.48100723,10.60587963,-0.48100723,172.0735589,172.18,68,-0.970277778,0.50625,0.306868885,2.665364344,177.2345412,9.137828202,6.694051435,6.694051435,5.625897658,4.082642069,4.082642069,3.173918531,3.173918531,2.400353833,2.400353833,1.722032324,1.722032324,-1.06,475.348829,9.031407678,3.559264205,1.751191523,70.19952638,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,12.84164325,12.84164325,0,11.83581209,19.80212916,11.93861058,0,0,11.83581209,25.68328649,0,0,0,0,0,0,0,0,22.15166537,9.589074368,11.83581209,25.68328649,0,0,0,0,74.6,23.77442267,9.589074368,0,0,12.84164325,12.84164325,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,38,0.75,12,2,4,1,0,1,0,0,0,2,2,4,2,1,0,1,1,40.7196,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962,1.9,0.674,172.18,455.15
PHTHAC02,-1.865738429,0.336066919,0,160.084,10.46287037,0.477620339,10.46287037,-0.477620339,166.0266087,166.132,62,-1.228703704,0.189814815,0.336066919,3.267076196,296.5846747,9.137828202,6.020324849,6.020324849,5.625897658,3.182812155,3.182812155,2.155888911,2.155888911,1.387881481,1.387881481,0.856104583,0.856104583,-1.84,475.348829,8.258425197,3.04193048,1.420632142,68.07279905,10.21305479,0,0,0,0,11.93861058,0,9.589074368,0,0,12.13273414,12.13273414,0,11.12690298,19.80212916,11.93861058,0,0,0,0,0,35.39237126,0,0,0,0,0,0,22.15166537,0,0,20.71597735,24.26546827,0,0,0,74.6,11.93861058,9.589074368,0,11.12690298,0,0,24.26546827,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,40.66666667,0,12,2,4,0,0,0,1,0,1,2,2,4,2,0,0,0,1,40.3606,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,1.9,1.252,166.13,504.15
ZZZUCY01,-2.648072988,0.335816176,0,232.15,11.1288048,0.477623276,11.1288048,-0.477623276,242.0579088,242.23,90,-1.077970522,0.089074074,0.335816176,2.697463643,561.195986,13.12095586,9.329725925,9.329725925,8.609060905,5.260162424,5.260162424,3.701472693,3.701472693,2.605117817,2.605117817,1.808953441,1.808953441,-2.62,13022.70138,11.85349205,4.709579141,2.082531237,103.1298933,10.21305479,0,0,0,0,11.93861058,0,9.589074368,0,0,36.39820241,23.25963712,0,11.12690298,19.80212916,11.93861058,0,0,0,0,0,59.65783953,0,11.12690298,0,0,0,0,22.15166537,0,0,20.71597735,48.53093655,0,11.12690298,0,74.6,11.93861058,9.589074368,0,11.12690298,11.12690298,0,12.13273414,36.39820241,0,0,10.21305479,0,0,0,0,0,0,0,0,0,52,0,18,2,4,0,0,0,2,0,2,2,2,4,3,0,0,0,2,65.7966,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,2.56,3.192,242.225,506.6
OIBZAC,-2.730261926,0.336264472,0,242.979,10.41695926,0.477612007,10.41695926,-0.477612007,247.9334274,248.019,52,-0.87037037,0.363981481,0.336264472,3.152941447,257.5379489,7.560477932,5.042827436,7.200325727,4.715214055,2.694063449,3.772812594,1.784998842,2.947189525,1.104265452,2.044943841,0.634649987,1.252754076,-0.58,182.2382193,7.526157113,3.005223044,1.470765523,72.01393921,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,34.72360476,3.570182271,5.563451492,9.901064579,28.56017592,0,0,0,0,0,33.39910204,0,0,0,0,0,22.59087063,11.07583268,0,3.570182271,10.35798868,24.26546827,0,0,0,37.3,5.969305288,4.794537184,0,0,5.563451492,3.570182271,0,18.19910121,28.6572377,0,5.106527395,0,0,0,0,0,0,0,0,0.770925926,25.3543037,0,10,1,2,0,0,0,1,0,1,1,1,3,1,0,0,0,1,46.1183,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9894,1.9,2.705,248.02,436.15
FPAMCA17,-4.403499255,0.415985506,0,271.153,12.59227896,0.477583341,12.59227896,-0.477583341,281.0663632,281.233,104,-4.440470403,0.009340986,0.415985506,2.337930512,638.3112969,14.75071238,10.10815746,10.10815746,9.376028663,5.643395127,5.643395127,4.054300008,4.054300008,2.626377724,2.626377724,1.707393113,1.707393113,-2.5,26005.52773,13.92074507,5.241818182,3.085325444,112.2206058,10.423316,0,0,0,0,12.14560381,0,4.794537184,13.17124514,0,18.19910121,30.33183534,5.687386275,16.81428926,23.07230972,17.34407784,0,0,0,6.176298517,5.316788604,59.65783953,0,0,5.316788604,24.54601769,0,0,11.07583268,6.176298517,0,15.92144017,48.53093655,0,0,0,49.33,17.7090553,17.96578233,0,16.93822404,0,12.13273414,24.26546827,12.13273414,0,5.316788604,5.106527395,0,0,0,0,0,0,0,0,37.77683689,27.30649644,0.071428571,20,2,3,0,0,0,2,0,2,2,2,6,3,0,0,0,2,68.128,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1472,2.34,4.203,281.23,402.8
FRANAC01,-0.480051404,0.371272612,0,108.052,9.968287037,0.47537336,9.968287037,-0.47537336,112.016044,112.084,42,-1.032407407,0.023148148,0.371272612,2.928375237,175.5636692,5.983127663,3.995760984,3.995760984,3.804530453,2.07289915,2.07289915,1.282453985,1.282453985,0.731961009,0.731961009,0.400248829,0.400248829,-1.25,93.10259339,4.898148148,1.694489796,0.702662722,45.54643035,9.523678332,0,0,5.760247419,0,5.969305288,0,4.794537184,0,0,0,12.13273414,0,6.263162996,14.31821552,5.969305288,0,0,0,0,0,24.15614455,0,0,0,0,0,0,11.07583268,0,0,10.5547846,22.81304807,0,0,0,50.44,5.969305288,4.794537184,0,5.760247419,0,0,18.39589713,0,0,4.417150937,5.106527395,0,0,0,0,0,0,0,0,4.49537037,21.33796296,0,8,1,3,0,0,0,0,1,1,2,1,3,1,0,0,0,1,25.6673,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9778,1.68,0.337,112.08,406.15
MALNAC06,0.865240716,0.314201681,0,100.029,9.428888889,0.480805908,9.428888889,-0.480805908,104.0109586,104.061,40,-1.3125,0.805555556,0.314201681,3.31801959,83.10802962,5.86180732,3.418030553,3.418030553,3.125897658,1.562568667,1.562568667,0.964253782,0.964253782,0.30245145,0.30245145,0.129367844,0.129367844,-1.06,19.09358393,5.94,2.17343423,4.94,39.38064696,10.21305479,6.420821623,0,0,0,11.93861058,9.589074368,0,0,0,0,0,0,0,19.80212916,11.93861058,0,0,0,6.420821623,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,6.420821623,0,0,0,0,74.6,18.3594322,9.589074368,0,0,0,0,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,30.83333333,0.333333333,7,2,4,0,0,0,0,0,0,2,2,4,2,0,0,0,0,19.8886,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4543,1.35,-0.299,104.06,408.75
GEMXEB01,0.275329407,0.307179013,0,168.06,10.2437963,0.481211095,10.2437963,-0.481211095,176.032088,176.124,68,-1.402962963,0.665046296,0.307179013,4.135982327,192.08385,9.723614639,6.057949489,6.057949489,5.43042811,3.095471326,3.095471326,2.23088647,2.23088647,1.191280985,1.191280985,0.668360211,0.668360211,-1.59,249.0665265,10.41,4.321535173,4.261190526,67.43122916,15.31958218,0,0,0,0,17.90791586,14.38361155,0,0,0,0,0,0,18.75954929,29.70319374,17.90791586,0,0,5.917906046,12.84164325,0,0,0,0,0,0,0,0,33.22749805,14.38361155,5.917906046,12.84164325,0,0,0,0,111.9,36.66746516,14.38361155,0,0,0,0,0,0,0,0,15.31958218,0,0,0,0,0,0,0,0,0,48.33333333,0.5,12,3,6,0,0,0,0,0,0,3,3,6,5,0,0,0,0,35.6314,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3634,1.46,-1.3,176.12,439
SIKLIH,-5.096763391,0.307395877,0,285.065,10.8273384,0.480985214,10.8273384,-0.480985214,295.016684,296.153,98,-0.889346708,0.064241071,0.307395877,2.355887944,593.8950014,13.82806265,9.859949498,11.37180739,9.0753874,5.584169402,6.340098348,3.949320978,4.763721232,2.581472083,3.211412871,1.711231359,2.203167159,-1.71,18978.93557,13.7154402,5.954405353,3.397616958,120.330532,10.423316,0,0,0,0,5.969305288,4.794537184,0,0,0,47.46734805,23.7625527,5.687386275,22.15347453,9.901064579,40.54595762,0,0,0,6.420821623,5.316788604,58.0732876,0,0,5.316788604,11.37477255,0,23.20187978,11.07583268,11.21535881,0,5.563451492,42.46456948,10.04526663,0,0,49.33,5.969305288,4.794537184,0,6.420821623,26.98349067,0,0,36.39820241,6.066367068,5.316788604,28.30840718,0,12.14845718,0,0,0,0,0,0,0,37.07376505,0.071428571,19,2,3,0,0,0,2,0,2,2,2,5,4,0,0,0,2,77.5265,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3641,2.45,3.905,296.15,455.15
SUCACB11,-0.184029932,0.303432489,0,112.04,9.640416667,0.481218929,9.640416667,-0.481218929,118.0266087,118.088,46,-1.076481481,0.296296296,0.303432489,3.181845867,92.60593782,6.568914101,4.125137334,4.125137334,3.625897658,2.062568667,2.062568667,1.287477086,1.287477086,0.552730943,0.552730943,0.213865471,0.213865471,-1.06,40.33920395,6.94,3.009687482,4.94,45.74558908,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,0,0,0,12.84164325,19.80212916,11.93861058,0,0,0,12.84164325,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,12.84164325,0,0,0,0,74.6,11.93861058,9.589074368,0,12.84164325,0,0,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,32.33333333,0.5,8,2,4,0,0,0,0,0,0,2,2,4,3,0,0,0,0,24.5056,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642,1.46,-0.71,118.09,461.15
GLURAC04,1.027728097,0.302855791,0,124.051,9.787861867,0.481230228,9.787861867,-0.481230228,132.0422587,132.115,52,-0.947916667,0.063194444,0.302855791,3.102825942,104.1264024,7.276020882,4.832244115,4.832244115,4.125897658,2.562568667,2.562568667,1.641030477,1.641030477,0.781284334,0.781284334,0.390839798,0.390839798,-1.06,65.14695103,7.94,3.884108522,6.94,52.11053119,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,0,6.420821623,12.84164325,0,19.80212916,11.93861058,0,0,0,19.26246487,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,19.26246487,0,0,0,0,74.6,11.93861058,9.589074368,0,19.26246487,0,0,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,33.83333333,0.6,9,2,4,0,0,0,0,0,0,2,2,4,4,0,0,0,0,29.1226,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3259,1.57,-0.352,132.11,372.15
ADIPAC08,-0.772072796,0.302839788,0,136.062,9.896551871,0.481230389,9.896551871,-0.481230389,146.0579088,146.142,58,-0.870010393,0.062777778,0.302839788,3.05508994,113.7095059,7.983127663,5.539350897,5.539350897,4.625897658,3.062568667,3.062568667,1.994583868,1.994583868,1.031284334,1.031284334,0.55245145,0.55245145,-1.06,116.6167454,8.94,4.78480679,6.94,58.4754733,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,0,12.84164325,12.84164325,0,19.80212916,11.93861058,0,0,0,25.68328649,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,25.68328649,0,0,0,0,74.6,11.93861058,9.589074368,0,12.84164325,12.84164325,0,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,35.33333333,0.666666667,10,2,4,0,0,0,0,0,0,2,2,4,5,0,0,0,0,33.7396,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.716,1.68,0.006,146.14,426.15
PIMELA06,-0.505611171,0.302839558,0,148.073,9.980007244,0.48123039,9.980007244,-0.48123039,160.0735589,160.169,64,-0.819143519,0.13851096,0.302839558,3.025608337,125.376,8.690234444,6.246457678,6.246457678,5.125897658,3.562568667,3.562568667,2.348137258,2.348137258,1.281284334,1.281284334,0.729228146,0.729228146,-1.06,194.5877706,9.94,5.704344619,8.94,64.84041542,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,6.420821623,12.84164325,12.84164325,0,19.80212916,11.93861058,0,0,0,32.10410811,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,32.10410811,0,0,0,0,74.6,11.93861058,9.589074368,0,12.84164325,19.26246487,0,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,36.83333333,0.714285714,11,2,4,0,0,0,0,0,0,2,2,4,6,0,0,0,0,38.3566,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.1061,1.79,0.575,160.17,379.15
SUBRAC04,-1.165476258,0.302839557,0,160.084,10.04610935,0.48123039,10.04610935,-0.48123039,174.0892089,174.196,70,-0.784042055,0.187570862,0.302839557,3.007305636,135.1368501,9.397341226,6.953564459,6.953564459,5.625897658,4.062568667,4.062568667,2.701690649,2.701690649,1.531284334,1.531284334,0.906004841,0.906004841,-1.06,331.5038835,10.94,6.637839971,8.94,71.20535753,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,12.84164325,12.84164325,12.84164325,0,19.80212916,11.93861058,0,0,0,38.52492974,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,38.52492974,0,0,0,0,74.6,11.93861058,9.589074368,0,12.84164325,12.84164325,12.84164325,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,38.33333333,0.75,12,2,4,0,0,0,0,0,0,2,2,4,7,0,0,0,0,42.9736,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1.4962,1.9,1.144,174.19,417.15
AZELAC03,-1.891484842,0.302839557,0,172.095,10.09976476,0.48123039,10.09976476,-0.48123039,188.104859,188.223,76,-0.758762991,0.221161265,0.302839557,2.996104998,146.9976368,10.10444801,7.66067124,7.66067124,6.125897658,4.562568667,4.562568667,3.055244039,3.055244039,1.781284334,1.781284334,1.082781536,1.082781536,-1.06,553.7222911,11.94,7.581959098,10.94,77.57029965,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,19.26246487,12.84164325,12.84164325,0,19.80212916,11.93861058,0,0,0,44.94575136,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,44.94575136,0,0,0,0,74.6,11.93861058,9.589074368,0,12.84164325,12.84164325,19.26246487,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,39.83333333,0.777777778,13,2,4,0,0,0,0,0,0,2,2,4,8,0,0,0,0,47.5906,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1.8863,2.01,1.713,188.22,383
SEBAAC03,-2.30588853,0.302839557,0,184.106,10.14418855,0.48123039,10.14418855,-0.48123039,202.1205091,202.25,82,-0.739928519,0.245164609,0.302839557,2.989544129,156.9608118,10.81155479,8.367778021,8.367778021,6.625897658,5.062568667,5.062568667,3.40879743,3.40879743,2.031284334,2.031284334,1.259558231,1.259558231,-1.06,926.9275676,12.94,8.534349381,10.94,83.93524176,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,25.68328649,12.84164325,12.84164325,0,19.80212916,11.93861058,0,0,0,51.36657298,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,51.36657298,0,0,0,0,74.6,11.93861058,9.589074368,0,12.84164325,0,38.52492974,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,41.33333333,0.8,14,2,4,0,0,0,0,0,0,2,2,4,9,0,0,0,0,52.2076,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.2764,2.12,2.282,202.25,407
