refcode,Exp logS Average,MinAbsPartialCharge,NumRadicalElectrons,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,AlogP,MLogP,XLogP,MW,Tm
FIXQEI,-2.135056891,0.34409367,0,191.549,10.41951545,0.479038372,10.41951545,-0.479038372,200.0240218,200.621,70,-0.990787037,0.499351852,0.34409367,2.641763905,294.2330533,9.844934983,7.028425995,7.784354941,6.092224153,3.743932194,4.121896667,2.552237474,2.988673254,1.474264951,1.726241267,0.767696802,0.89368496,-1.22,758.7643883,9.864889643,4.14078301,2.951371503,80.89879677,9.843390349,5.749511833,6.103966388,0,0,5.969305288,0,4.794537184,0,0,11.60093989,31.18920547,5.022633314,0,14.63792753,17.57024518,0,0,0,13.02770359,0,29.28810159,0,5.749511833,4.736862954,0,5.749511833,11.60093989,17.17979907,4.794537184,0,6.9237372,24.26546827,5.022633314,0,0,46.53,12.07327168,4.794537184,0,0,10.77214515,0,6.9237372,24.26546827,0,0,21.44433024,0,5.638884987,0,0,0,0,0,0,0,31.30555946,0.222222222,13,1,3,0,0,0,1,0,1,2,1,4,3,0,0,0,1,49.1778,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1919,2.01,2.467,200.62,345.5
IBUHES,-2.45,0.344095165,0,227.002,10.48773162,0.478514046,10.48773162,-0.478514046,233.9850495,235.066,76,-1.045354938,0.296851852,0.344095165,2.817664885,351.9103453,10.71517847,7.329040199,8.840898091,6.502907755,3.849581097,4.605510043,2.673061182,3.516697089,1.54543881,2.075905478,0.811644214,1.264681683,-0.93,1093.6085,11.14651109,4.529874882,2.786838599,91.202063,9.843390349,5.749511833,6.103966388,0,0,5.969305288,0,4.794537184,0,0,23.20187978,25.12283841,5.022633314,5.022633314,14.63792753,29.17118507,0,0,0,13.02770359,0,28.24436783,0,5.749511833,4.736862954,0,5.749511833,23.20187978,17.17979907,4.794537184,0,6.9237372,18.19910121,10.04526663,0,0,46.53,12.07327168,4.794537184,0,0,15.79477846,0,19.05647134,6.066367068,0,0,33.04527013,0,11.43562315,0,0,0,0,0,0,0,29.28659908,0.222222222,14,1,3,0,0,0,1,0,1,2,1,5,3,0,0,0,1,54.1878,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8453,1.9,3.089,235.06,395.65
DIRNOH,-2.22159649,0.344093682,0,191.549,10.43058343,0.478984575,10.43058343,-0.478984575,200.0240218,200.621,70,-1.000022676,0.460555556,0.344093682,2.688220173,311.4830533,9.844934983,7.028425995,7.784354941,6.092224153,3.743932194,4.121896667,2.555691798,2.992127578,1.456709528,1.691806631,0.794841181,0.975118097,-1.22,726.5839874,9.864889643,4.14078301,2.951371503,80.89879677,9.843390349,5.749511833,6.103966388,0,0,5.969305288,0,4.794537184,0,0,17.66730696,25.12283841,5.022633314,0,14.63792753,17.57024518,0,0,0,13.02770359,0,29.28810159,0,5.749511833,4.736862954,0,5.749511833,11.60093989,17.17979907,4.794537184,0,6.9237372,24.26546827,5.022633314,0,0,46.53,12.07327168,4.794537184,0,0,10.77214515,0,6.9237372,24.26546827,0,0,21.44433024,0,5.680447373,0,0,0,0,0,0,0,31.26399707,0.222222222,13,1,3,0,0,0,1,0,1,2,1,4,3,0,0,0,1,49.1778,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1919,2.01,2.467,200.62,386
TADNUI,-1.188787913,0.335202795,0,200.105,10.96798706,0.480947119,10.96798706,-0.480947119,216.0997736,216.233,86,-1.268402778,0.224930556,0.335202795,2.901490736,296.1878732,11.85337115,9.110735894,9.110735894,6.688993142,4.852862127,4.852862127,4.671016858,4.671016858,2.988065824,2.988065824,2.041531748,2.041531748,-1.1,1155.59359,11.97194245,3.483474762,2.118059452,88.04295584,14.94991774,0,5.601050811,0,0,11.93861058,4.794537184,4.794537184,0,0,0,33.61285484,0,11.51895686,24.53899211,11.93861058,0,0,5.917906046,44.81495647,0,0,0,0,0,0,0,0,33.35376699,14.32593732,5.917906046,33.61285484,0,0,0,0,83.83,29.05861824,9.589074368,0,6.420821623,6.420821623,0,6.9237372,13.8474744,0,0,14.94991774,0,0,0,0,0,0,0,0,0,45.66666667,0.8,15,2,5,0,1,1,0,0,0,3,2,5,2,0,1,1,1,51.5646,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1195,2.01,0.408,216.23,471.15
YOPJIX,-2.598513437,0.270206524,0,190.973,11.09472222,0.356912528,11.09472222,-0.270206524,195.9806328,197.021,62,-1.041280864,0.479166667,0.356912528,3.057854544,228.5223074,8.809401077,5.966852718,7.47871061,4.886751346,2.890737183,3.566860587,2.708412244,3.384535648,1.52836433,2.39366234,0.727247799,1.196253432,-0.48,233.0604477,8.615057034,2.251375493,0.9731908,73.86577399,0,5.538925252,0,0,5.907179729,6.031114512,4.794537184,9.213506016,4.418968832,0,0,13.8474744,23.55333645,0,9.589074368,35.49163069,0,8.837937665,0,19.38639965,0,0,0,0,0,4.794537184,0,23.55333645,26.31515716,4.794537184,0,13.8474744,0,0,0,0,40.62,17.47721949,9.589074368,0,0,4.418968832,4.418968832,13.8474744,0,0,0,23.55333645,0,10.78153549,0,0,0,0,0,0,1.259259259,22.7647608,0.6,11,0,4,0,1,1,0,0,0,2,0,6,0,0,1,1,1,39.866,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3368,1.35,0.69,197.02,407.15
POCQUV,-1.794886208,0.323644233,0,204.144,11.88442885,0.32482734,11.88442885,-0.323644233,218.1055277,218.256,84,-0.785849513,0.179302721,0.32482734,2.177572529,425.9047178,11.75914855,9.357568304,9.357568304,7.504837183,5.185926645,5.185926645,4.432048736,4.432048736,2.627912965,2.627912965,1.727503102,1.727503102,-1.84,4402.789054,10.67029998,3.627821657,1.781094345,94.24796471,5.316788604,5.538925252,0,0,5.907179729,6.031114512,9.694446915,4.794537184,0,0,30.33183534,19.41092589,0,6.544756406,9.589074368,11.93829424,0,10.21669833,0,25.93115606,0,35.89528683,0,0,5.316788604,4.794537184,0,0,22.37712922,11.33929359,0,19.41092589,30.33183534,0,0,0,49.41,5.538925252,9.589074368,0,11.93829424,6.544756406,5.563451492,4.899909731,13.8474744,30.33183534,5.316788604,0,0,0,0,0,0,0,0,0,0,40.25,0.333333333,16,1,4,0,1,1,1,0,1,2,1,4,2,0,1,1,2,59.6027,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.517,2.34,1.599,218.25,655
SAGHUF,-1.867574615,0.33893046,0,152.108,11.25891204,0.451142385,11.25891204,-0.451142385,162.0680796,162.188,62,-0.450717593,0.212407407,0.33893046,2.655732862,339.4467455,8.767584714,7.125897658,7.125897658,5.610990332,3.939722705,3.939722705,3.445413696,3.445413696,2.143463258,2.143463258,1.527821647,1.527821647,-1.31,658.1911069,7.345075039,2.094810428,0.843005244,71.16040775,4.736862954,5.601050811,0,0,0,5.969305288,0,4.794537184,0,0,18.19910121,19.91384147,5.563451492,5.563451492,9.531400138,5.969305288,0,0,0,19.44852521,0,35.39237126,0,0,0,0,0,0,5.969305288,10.33791376,0,29.76891457,24.26546827,0,0,0,26.3,5.601050811,4.794537184,0,5.969305288,5.563451492,5.563451492,0,6.066367068,32.0465756,0,4.736862954,0,0,0,0,0,0,0,0,0,28.75,0.3,12,0,2,0,1,1,1,0,1,2,0,2,0,0,0,0,2,44.8835,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0921,2.34,2.282,162.18,338.5
AWOMUU,-0.785012923,0.189874613,0,240.126,10.25641345,0.387369007,10.25641345,-0.387369007,260.1259884,260.286,104,-0.764560185,0.295451625,0.189874613,1.681985353,341.4593369,13.12939203,11.08231318,11.08231318,8.274386908,6.283463531,6.283463531,5.926966199,5.926966199,3.449396522,3.449396522,2.700944575,2.700944575,-0.24,12913.06431,12.77665328,3.87881132,2.066619759,106.0980807,28.79084216,24.41586555,17.86424903,0,0,0,0,0,0,0,0,27.6949488,0,6.606881965,28.79084216,0,0,0,0,69.97506338,6.606881965,0,0,0,0,0,0,0,53.99352394,23.68431477,0,27.6949488,0,0,0,0,66.38,36.1761482,5.106527395,0,6.103966388,6.606881965,0,0,13.8474744,13.8474744,0,23.68431477,0,0,0,0,0,0,0,0,0,42.16666667,1,18,1,6,0,3,3,0,0,0,6,1,6,1,0,3,3,3,59.6088,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3752,2.12,0.271,260.28,350.65
XALTIN,-6.857320897,0.437044414,0,356.252,12.90478148,0.457384201,12.90478148,-0.457384201,374.1266571,374.396,140,-1.412558933,0.487888146,0.437044414,1.528649021,990.0649309,19.56226716,15.16311053,15.16311053,13.55949864,8.788299675,8.788299675,6.459101443,6.459101443,4.483986902,4.483986902,2.946422041,2.946422041,-3.8,3320422.796,17.60570934,7.075250613,3.274511657,161.8294954,9.473725908,11.49902367,0,5.601050811,5.907179729,6.093240071,10.22032858,4.794537184,0,5.008912524,48.53093655,43.32193961,5.563451492,5.687386275,19.06280028,17.68780608,0,5.008912524,0,12.52478801,5.425791397,90.49259045,0,11.49902367,10.16265435,10.48192346,11.49902367,0,17.00933232,15.13245095,0,12.48718869,84.92913896,0,0,0,67.87,17.60147061,9.589074368,0,0,22.74986143,5.008912524,0,55.45467375,36.39820241,5.425791397,9.473725908,0,0,0,0,0,0,0,0,0,66.75,0.090909091,28,1,6,0,1,1,3,0,3,5,1,6,5,0,1,1,4,103.7017,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,3.22,5.477,374.39,423.1
BOBHUV,-0.596582436,0.318869553,0,140.054,10.45465278,0.368929488,10.45465278,-0.368929488,148.0484067,148.118,58,-1.433449074,0.579583333,0.318869553,2.698896222,161.336581,7.776020882,5.288274041,5.288274041,4.582334107,2.676371635,2.676371635,2.199335312,2.199335312,1.340964689,1.340964689,0.664505328,0.664505328,-0.85,173.4955561,7.259289617,2.080926844,0.919449804,56.72080073,15.7401046,0,6.227901171,5.724985594,0,6.031114512,0,14.93934353,0,0,0,6.9237372,0,0,20.04587093,6.031114512,0,10.63357721,0,18.87662396,0,0,0,0,10.63357721,4.794537184,0,0,28.34776407,4.887570953,0,6.9237372,0,0,0,0,90.82,17.98400128,4.794537184,0,0,0,0,6.9237372,0,0,15.52114816,10.36376279,0,0,0,0,0,0,0,0,0,33.75,0.75,10,4,6,0,1,1,0,0,0,4,4,6,1,0,1,1,1,29.793,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1766,1.24,-0.176,148.12,416.65
DOHREX02,-4.51852,0.30734864,0,339.282,13.65553483,0.48098578,13.65553483,-0.48098578,356.0882436,356.418,128,-1.036409625,0.145455331,0.30734864,2.101112058,939.9136691,18.13746372,13.87583187,14.69232846,11.8630811,7.739610409,9.297688614,5.945146797,7.324799608,4.304610555,5.240630692,3.054974442,3.574333844,-2.53,426585.374,17.29813263,6.763884814,3.464319258,147.5185425,5.106527395,5.817220841,0,0,0,5.969305288,9.003435676,4.390415048,0,0,18.19910121,70.67489365,21.9508217,6.420821623,18.50037812,33.9911035,0,0,0,18.2400423,6.255769184,70.54524933,0,0,0,4.390415048,0,0,21.54050036,15.59410623,5.817220841,30.0349133,52.93315748,0,17.22222917,0,54.37,16.76887433,13.39385072,0,12.23804246,11.13655602,27.16859552,12.13273414,24.45487039,25.13249144,0,5.106527395,0,-1.036409625,0,0,0,0,0,0,25.14717688,41.61145497,0.15,25,1,3,1,0,1,2,0,2,2,1,5,4,0,0,0,3,97.8922,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3655,3.11,3.623,356.41,460.15
DEPKAK02,-3.090108604,0.309200365,0,228.162,11.85763747,0.457236151,11.85763747,-0.457236151,246.1255944,246.306,96,-0.180416667,0.040872071,0.309200365,2.098956532,499.8681035,13.07698579,11.02570978,11.02570978,8.438176154,6.591927185,6.591927185,6.002418335,6.002418335,4.918984399,4.918984399,3.689555709,3.689555709,-1.38,14597.35924,11.69590212,3.560946116,1.362204956,106.8883305,4.736862954,6.103966388,5.783244946,0,0,5.969305288,9.589074368,0,0,0,19.92349451,31.41450508,16.90600105,5.917906046,14.32593732,11.75255023,0,0,17.25080256,39.71682123,0,23.29824927,0,0,0,0,0,0,17.85651662,14.32593732,17.25080256,33.61285484,23.29824927,0,0,0,43.37,0,9.589074368,0,35.10731918,0,23.98785231,0,6.076020107,19.92349451,6.9237372,4.736862954,0,0,0,0,0,0,0,0,0,42.41666667,0.6,18,0,3,2,1,3,0,0,0,3,0,3,0,1,1,2,3,66.722,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4196,2.78,2.045,246.3,446.15
KOTDUS,-0.725937142,0.075078548,0,152.108,9.706077098,0.390168802,9.706077098,-0.390168802,170.1306798,170.252,70,-0.668472222,0.190925926,0.075078548,2.653940921,188.5054853,9.353371151,8.040691561,8.040691561,5.409702168,4.480824253,4.480824253,4.285930112,4.285930112,2.756803471,2.756803471,1.59261983,1.59261983,-0.34,347.9807345,9.745763293,3.189554733,2.08060497,73.91676338,10.21305479,0,0,0,0,0,0,0,0,0,6.076020107,45.10386542,0,11.7050172,10.21305479,0,0,0,5.917906046,45.31787204,0,11.64912464,0,0,0,0,0,0,21.91807199,0,5.917906046,33.61285484,11.64912464,0,0,0,40.46,5.601050811,10.21305479,0,12.02187243,6.420821623,11.99392615,0,13.8474744,12.99975731,0,0,0,0,0,0,0,0,0,0,0,28.58333333,0.8,12,2,2,1,0,1,0,0,0,2,2,2,1,0,0,0,1,48.7856,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4745,2.34,0.761,170.25,404.8
KUVVUS,-0.725937142,0.075078548,0,152.108,9.706077098,0.390168802,9.706077098,-0.390168802,170.1306798,170.252,70,-0.668472222,0.190925926,0.075078548,2.653940921,188.5054853,9.353371151,8.040691561,8.040691561,5.409702168,4.480824253,4.480824253,4.285930112,4.285930112,2.756803471,2.756803471,1.59261983,1.59261983,-0.34,347.9807345,9.745763293,3.189554733,2.08060497,73.91676338,10.21305479,0,0,0,0,0,0,0,0,0,6.076020107,45.10386542,0,11.7050172,10.21305479,0,0,0,5.917906046,45.31787204,0,11.64912464,0,0,0,0,0,0,21.91807199,0,5.917906046,33.61285484,11.64912464,0,0,0,40.46,5.601050811,10.21305479,0,12.02187243,6.420821623,11.99392615,0,13.8474744,12.99975731,0,0,0,0,0,0,0,0,0,0,0,28.58333333,0.8,12,2,2,1,0,1,0,0,0,2,2,2,1,0,0,0,1,48.7856,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4745,2.34,0.761,170.25,370.5
JIWPEL,-3.202132029,0.189629163,0,332.226,12.35039793,0.392760698,12.35039793,-0.392760698,360.193674,360.45,142,-1.561748105,0.009117208,0.189629163,1.747281448,723.9130815,18.90541292,15.44222994,15.44222994,12.17050462,9.660624319,9.660624319,9.191954694,9.191954694,8.252706604,8.252706604,6.919333409,6.919333409,-1.3,715692.1382,18.08148549,5.599719839,2.079251453,153.3413081,15.31958218,12.20793278,11.56648989,0,0,0,9.589074368,0,0,0,25.49659904,56.09196042,16.74788699,6.103966388,24.90865655,11.56648989,0,0,28.58369908,57.65659971,6.606881965,23.80116485,0,0,0,0,0,0,45.19797124,9.589074368,28.58369908,45.95158251,23.80116485,0,0,0,94.83,29.51013458,24.90865655,0,28.95195355,12.84164325,24.8355694,0,12.15204021,12.99975731,6.9237372,0,0,0,0,0,0,0,0,0,0,65.08333333,0.714285714,26,3,5,4,0,4,0,0,0,5,3,5,2,3,0,3,4,95.0484,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5576,3.22,1.021,360.44,518.15
CORTIC,-3.240400012,0.161297578,0,316.227,12.28981151,0.39277466,12.28981151,-0.39277466,346.2144094,346.467,138,-0.430328798,0.054148968,0.161297578,1.700111312,637.8073074,17.98276318,15.33187964,15.33187964,11.80853286,9.865485869,9.865485869,9.419815251,9.419815251,8.437777133,8.437777133,7.326304345,7.326304345,-1,517709.8829,17.41563786,5.75,2.328512397,149.2366774,10.21305479,6.606881965,11.56648989,0,0,0,9.589074368,0,0,0,19.42057893,73.18464892,12.33872767,6.103966388,19.80212916,11.56648989,0,0,34.50160512,64.89719215,6.606881965,11.64912464,0,0,0,0,0,0,34.49039303,9.589074368,34.50160512,58.79322576,11.64912464,0,0,0,74.6,6.103966388,19.80212916,0,40.83916489,24.67745534,32.10410811,5.57310453,0,6.076020107,13.8474744,0,0,0,0,0,0,0,0,0,0,58.16666667,0.80952381,25,2,4,4,0,4,0,0,0,4,2,4,2,3,0,3,4,93.6826,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6667,3.33,1.704,346.46,455.15
ACIDUL,-1.850015447,0.144109753,0,136.109,11.81027778,0.298479257,11.81027778,-0.298479257,152.1201151,152.237,62,-0.006944444,0.006944444,0.144109753,2.416428519,210.1577794,8.276020882,7.606918903,7.606918903,4.966979035,4.516402642,4.516402642,5.051194858,5.051194858,3.895514956,3.895514956,3.026161233,3.026161233,-0.33,384.6563912,7.326147454,1.701311023,0.692088792,68.17358985,0,5.783244946,0,0,0,0,4.794537184,0,0,0,20.7712116,25.18037091,10.82998094,0,4.794537184,5.783244946,0,0,16.74788699,40.03367647,0,0,0,0,0,0,0,0,5.783244946,4.794537184,16.74788699,40.03367647,0,0,0,0,17.07,0,4.794537184,0,10.82998094,11.70115099,12.84164325,6.420821623,0,0,20.7712116,0,0,0,0,0,0,0,0,0,0,23,0.9,11,0,1,2,0,2,0,0,0,1,0,1,0,2,0,2,2,44.236,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4017,2.45,1.507,152.23,278
MOFPAY,-1.666039282,0.066176403,0,136.109,6.060185185,0.369130016,6.060185185,-0.369130016,154.1357652,154.253,64,0.157986111,0.157986111,0.066176403,2.223991853,160.9567031,8.112884175,7.814025684,7.814025684,5.019385278,4.720526787,4.720526787,4.929691518,4.929691518,3.535888693,3.535888693,2.744104673,2.744104673,-0.04,293.9926161,7.600932428,2.00703194,1.099288909,69.12561298,4.736862954,0,0,0,0,0,0,0,0,0,0,52.37240414,0,11.20210162,4.736862954,0,0,0,5.917906046,57.65659971,0,0,0,0,0,0,0,0,11.20210162,4.736862954,5.917906046,46.45449809,0,0,0,0,9.23,0,0,0,11.20210162,0,5.917906046,25.68328649,0,0,20.7712116,4.736862954,0,0,0,0,0,0,0,0,0,19.33333333,1,11,0,1,1,2,3,0,0,0,1,0,1,0,1,2,3,3,45.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7441,2.45,2.595,154.25,274
